time,open,high,low,close,volume,tick_volume,real_volume,spread
2009-07-29 16:00:00,1.40892,1.41078,1.40072,1.4013200000000001,18858,18858,0,20
2009-07-29 20:00:00,1.40133,1.4053,1.40073,1.40334,7310,7310,0,20
2009-07-30 00:00:00,1.40341,1.40685,1.40085,1.40668,8993,8993,0,20
2009-07-30 04:00:00,1.40668,1.40733,1.40417,1.40671,10218,10218,0,20
2009-07-30 08:00:00,1.40673,1.40946,1.4043999999999999,1.40609,17292,17292,0,20
2009-07-30 12:00:00,1.40611,1.4086,1.4013900000000001,1.40391,17131,17131,0,20
2009-07-30 16:00:00,1.40393,1.40866,1.4029099999999999,1.4074200000000001,14680,14680,0,20
2009-07-30 20:00:00,1.40744,1.40848,1.40588,1.40652,6537,6537,0,20
2009-07-31 00:00:00,1.40658,1.41201,1.40639,1.41154,6928,6928,0,20
2009-07-31 04:00:00,1.41155,1.41363,1.41129,1.41262,8996,8996,0,20
2009-07-31 08:00:00,1.4126,1.41443,1.4086,1.41021,15264,15264,0,20
2009-07-31 12:00:00,1.41022,1.41535,1.4093200000000001,1.41314,17105,17105,0,20
2009-07-31 16:00:00,1.41313,1.4278,1.4127100000000001,1.42551,19517,19517,0,20
2009-07-31 20:00:00,1.42549,1.42757,1.42481,1.42561,6114,6114,0,20
2009-08-03 00:00:00,1.42703,1.4308,1.42347,1.42411,9229,9229,0,20
2009-08-03 04:00:00,1.4241,1.42599,1.42287,1.42347,8638,8638,0,20
2009-08-03 08:00:00,1.4234200000000001,1.43141,1.4206400000000001,1.4278,17209,17209,0,20
2009-08-03 12:00:00,1.4278,1.43534,1.4278,1.43254,18110,18110,0,20
2009-08-03 16:00:00,1.43231,1.44435,1.43231,1.44231,18597,18597,0,20
2009-08-03 20:00:00,1.44231,1.44289,1.44029,1.44192,6336,6336,0,20
2009-08-04 00:00:00,1.44191,1.44308,1.4390399999999999,1.44104,6990,6990,0,20
2009-08-04 04:00:00,1.44103,1.44176,1.43762,1.43915,9350,9350,0,20
2009-08-04 08:00:00,1.43912,1.44227,1.43783,1.44041,16481,16481,0,20
2009-08-04 12:00:00,1.44043,1.44093,1.4367,1.44085,16217,16217,0,20
2009-08-04 16:00:00,1.44086,1.44293,1.43853,1.43921,18413,18413,0,20
2009-08-04 20:00:00,1.4392,1.44129,1.43804,1.43973,7847,7847,0,20
2009-08-05 00:00:00,1.43977,1.4421599999999999,1.43917,1.44108,4913,4913,0,20
2009-08-05 04:00:00,1.44107,1.44218,1.43826,1.4383,8419,8419,0,20
2009-08-05 08:00:00,1.43832,1.44063,1.43677,1.4391,14180,14180,0,20
2009-08-05 12:00:00,1.4390399999999999,1.44369,1.4375,1.43871,16316,16316,0,20
2009-08-05 16:00:00,1.43857,1.44317,1.43559,1.44238,17736,17736,0,20
2009-08-05 20:00:00,1.44237,1.44465,1.44016,1.44131,7695,7695,0,20
2009-08-06 00:00:00,1.44126,1.44309,1.44054,1.44173,5848,5848,0,20
2009-08-06 04:00:00,1.4417499999999999,1.44187,1.43854,1.44049,8320,8320,0,20
